api_key,namespace,field,group,dataset_lane,market,adoption_priority,stockvision_use,raw_rows,raw_cols,overlap_cols,coverage,avg_rank_std,status,error
financial_statement:保留盈餘,financial_statement,保留盈餘,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9364327742865148,0.2888031559242341,backtestable,
financial_statement:其他權益,financial_statement,其他權益,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.924007324980987,0.28878995730687124,backtestable,
financial_statement:庫藏股票帳面值,financial_statement,庫藏股票帳面值,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.7203988712324381,0.2351342875052879,backtestable,
financial_statement:母公司股東權益合計,financial_statement,母公司股東權益合計,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9364327742865148,0.2888031569185784,backtestable,
financial_statement:共同控制下前手權益,financial_statement,共同控制下前手權益,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.2009566505223552,0.09485458367342754,backtestable,
financial_statement:合併前非屬共同控制股權,financial_statement,合併前非屬共同控制股權,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.010592202697834528,0.0,low_coverage,
financial_statement:非控制權益,financial_statement,非控制權益,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.7824470640035224,0.28508446117296443,backtestable,
financial_statement:股東權益總額,financial_statement,股東權益總額,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9364327742865148,0.2888031569536756,backtestable,
financial_statement:負債及股東權益總額,financial_statement,負債及股東權益總額,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9364327742865148,0.28880315695367553,backtestable,
financial_statement:營業收入淨額,financial_statement,營業收入淨額,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.935496137373414,0.2888032844081504,backtestable,
financial_statement:營業成本,financial_statement,營業成本,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9271904895328824,0.2888044319386749,backtestable,
financial_statement:營業毛利,financial_statement,營業毛利,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9364327742865148,0.28880315631230496,backtestable,
financial_statement:營業費用,financial_statement,營業費用,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9364327742865148,0.2888031563852366,backtestable,
financial_statement:研究發展費,financial_statement,研究發展費,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9339410799343554,0.28683450332172167,backtestable,
financial_statement:推銷費用,financial_statement,推銷費用,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.8637353400312212,0.2888138902640121,backtestable,
financial_statement:管理費用,financial_statement,管理費用,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.893540607613177,0.2888093055003363,backtestable,
financial_statement:預期信用減損_損失_利益_營業費用,financial_statement,預期信用減損_損失_利益_營業費用,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.921482608173558,0.2823483521740586,backtestable,
financial_statement:其他收益及費損淨額,financial_statement,其他收益及費損淨額,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9223131729576112,0.12573857120500648,backtestable,
financial_statement:營業利益,financial_statement,營業利益,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9356022095024616,0.2888032700884463,backtestable,
financial_statement:財務成本,financial_statement,財務成本,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9347716447184086,0.2887889599385823,backtestable,
financial_statement:採權益法之關聯企業及合資損益之份額,financial_statement,採權益法之關聯企業及合資損益之份額,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9272965616619301,0.27039111268490057,backtestable,
financial_statement:營業外收入及支出,financial_statement,營業外收入及支出,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9073630068446543,0.2888072568803058,backtestable,
financial_statement:稅前淨利,financial_statement,稅前淨利,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9364327742865148,0.28880315629750186,backtestable,
financial_statement:所得稅費用,financial_statement,所得稅費用,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9364327742865148,0.2887921185605122,backtestable,
financial_statement:繼續營業單位損益,financial_statement,繼續營業單位損益,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9364327742865148,0.28880315645046606,backtestable,
financial_statement:停業單位損益,financial_statement,停業單位損益,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9231437377416644,0.05447679576963003,backtestable,
financial_statement:合併前非屬共同控制股權損益,financial_statement,合併前非屬共同控制股權損益,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9189909138213985,4.2153823665095856e-17,no_cross_section_signal,
financial_statement:合併總損益,financial_statement,合併總損益,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9356022095024616,0.28880327012897106,backtestable,
financial_statement:本期綜合損益總額,financial_statement,本期綜合損益總額,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9356022095024616,0.2888032702011807,backtestable,
financial_statement:歸屬母公司淨利_損,financial_statement,歸屬母公司淨利_損,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9364327742865148,0.28880315644813487,backtestable,
financial_statement:歸屬非控制權益淨利_損,financial_statement,歸屬非控制權益淨利_損,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9314493855821959,0.278130525918615,backtestable,
financial_statement:歸屬共同控制下前手權益淨利_損,financial_statement,歸屬共同控制下前手權益淨利_損,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9223131729576112,0.01795423999385574,backtestable,
financial_statement:綜合損益歸屬母公司,financial_statement,綜合損益歸屬母公司,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9364327742865148,0.28880315654755484,backtestable,
financial_statement:綜合損益歸屬非控制權益,financial_statement,綜合損益歸屬非控制權益,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9314493855821959,0.2782786391984481,backtestable,
financial_statement:綜合損益歸屬共同控制下前手權益,financial_statement,綜合損益歸屬共同控制下前手權益,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.921482608173558,0.007095423806561775,backtestable,
financial_statement:每股盈餘,financial_statement,每股盈餘,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9364327742865148,0.28880024097480544,backtestable,
financial_statement:繼續營業單位稅前淨利_淨損,financial_statement,繼續營業單位稅前淨利_淨損,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9364327742865148,0.288803156319526,backtestable,
financial_statement:本期稅前淨利_淨損,financial_statement,本期稅前淨利_淨損,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9364327742865148,0.2888031563716889,backtestable,
financial_statement:折舊費用,financial_statement,折舊費用,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9362906776608093,0.2888031751560344,backtestable,
financial_statement:攤銷費用,financial_statement,攤銷費用,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9050144097986631,0.2887905034512781,backtestable,
financial_statement:呆帳費用提列_轉列收入_數,financial_statement,呆帳費用提列_轉列收入_數,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.848699115398471,0.2880969499866474,backtestable,
financial_statement:透過損益按公允價值衡量金融資產及負債之淨損失_利益,financial_statement,透過損益按公允價值衡量金融資產及負債之淨損失_利益,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.8065664651963335,0.2870723407675834,backtestable,
financial_statement:利息費用,financial_statement,利息費用,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9341532241924508,0.2888032601233021,backtestable,
financial_statement:利息收入,financial_statement,利息收入,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9356022095024616,0.2888032246586584,backtestable,
financial_statement:股利收入,financial_statement,股利收入,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.6361045510947444,0.27205136123118384,backtestable,
financial_statement:採用權益法認列之關聯企業及合資損失_利益_之份額,financial_statement,採用權益法認列之關聯企業及合資損失_利益_之份額,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.6345024616739383,0.28721070499415374,backtestable,
financial_statement:處分及報廢不動產_廠房及設備損失_利益,financial_statement,處分及報廢不動產_廠房及設備損失_利益,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9171766801424969,0.2862753826640987,backtestable,
financial_statement:處分無形資產損失_利益,financial_statement,處分無形資產損失_利益,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.17463975503342272,0.2036962895313719,low_coverage,
financial_statement:處分投資損失_利益,financial_statement,處分投資損失_利益,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.6502901973341872,0.2208401537374535,backtestable,
financial_statement:非金融資產減損迴轉利益,financial_statement,非金融資產減損迴轉利益,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.3864557899371573,0.27313777957675234,backtestable,
financial_statement:未實現銷貨利益_損失,financial_statement,未實現銷貨利益_損失,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.08487471480606813,0.27339204982262943,low_coverage,
financial_statement:已實現銷貨損失_利益,financial_statement,已實現銷貨損失_利益,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.0662000160108874,0.2615395464970812,low_coverage,
financial_statement:未實現外幣兌換損失_利益,financial_statement,未實現外幣兌換損失_利益,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.39745426890285396,0.28800423037897,backtestable,
financial_statement:收益費損項目合計,financial_statement,收益費損項目合計,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9356022095024616,0.28880326930648875,backtestable,
financial_statement:應收帳款_增加_減少,financial_statement,應收帳款_增加_減少,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.8972201096745787,0.28880873148043124,backtestable,
financial_statement:應收帳款_關係人_增加_減少,financial_statement,應收帳款_關係人_增加_減少,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.48018052275547374,0.2872062356345103,backtestable,
financial_statement:存貨_增加_減少,financial_statement,存貨_增加_減少,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.8832426049713805,0.2888103694070404,backtestable,
financial_statement:與營業活動相關之資產之淨變動合計,financial_statement,與營業活動相關之資產之淨變動合計,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9364327742865148,0.2888031565932724,backtestable,
financial_statement:應付帳款增加_減少,financial_statement,應付帳款增加_減少,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.8910118880838971,0.2888096501682446,backtestable,
financial_statement:應付帳款_關係人增加_減少,financial_statement,應付帳款_關係人增加_減少,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.45121382540127286,0.2866365613788502,backtestable,
financial_statement:與營業活動相關之負債之淨變動合計,financial_statement,與營業活動相關之負債之淨變動合計,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9364327742865148,0.2888031562442241,backtestable,
financial_statement:營運產生之現金流入_流出,financial_statement,營運產生之現金流入_流出,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9364327742865148,0.2888031566787699,backtestable,
financial_statement:退還_支付_之所得稅,financial_statement,退還_支付_之所得稅,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.931967738061882,0.2887917330122292,backtestable,
financial_statement:營業活動之淨現金流入_流出,financial_statement,營業活動之淨現金流入_流出,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9364327742865148,0.2888031568312148,backtestable,
financial_statement:取得透過其他綜合損益按公允價值衡量之金融資產,financial_statement,取得透過其他綜合損益按公允價值衡量之金融資產,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.6004743225393268,0.23684930760790368,backtestable,
financial_statement:處分透過其他綜合損益按公允價值衡量之金融資產,financial_statement,處分透過其他綜合損益按公允價值衡量之金融資產,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.5789376776207822,0.22045070863928917,backtestable,
financial_statement:取得不動產_廠房及設備,financial_statement,取得不動產_廠房及設備,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.934629548092703,0.28879731498010947,backtestable,
financial_statement:處分不動產_廠房及設備,financial_statement,處分不動產_廠房及設備,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9053696513629268,0.2836408729297096,backtestable,
financial_statement:取得無形資產,financial_statement,取得無形資產,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.8151693151342914,0.28699257047379173,backtestable,
financial_statement:處分無形資產,financial_statement,處分無形資產,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.15964956170195732,0.19520855655086636,low_coverage,
financial_statement:收取之利息,financial_statement,收取之利息,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9356022095024616,0.28880320877509635,backtestable,
financial_statement:收取之股利,financial_statement,收取之股利,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.6765410479125805,0.273462859165273,backtestable,
financial_statement:其他投資活動,financial_statement,其他投資活動,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.39478545410879395,0.257392142615308,backtestable,
financial_statement:投資活動之淨現金流入_流出,financial_statement,投資活動之淨現金流入_流出,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9364327742865148,0.2888031489110219,backtestable,
financial_statement:短期借款增加,financial_statement,短期借款增加,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.856319297122043,0.2858826627568598,backtestable,
financial_statement:短期借款減少,financial_statement,短期借款減少,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.8411960132890366,0.28322009160640854,backtestable,
financial_statement:應付短期票券增加,financial_statement,應付短期票券增加,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.39726914301725175,0.27135138821874044,backtestable,
financial_statement:應付短期票券減少,financial_statement,應付短期票券減少,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.38367489893127327,0.25536683494450707,backtestable,
financial_statement:發行公司債,financial_statement,發行公司債,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.32277548733138534,0.15283050401298615,backtestable,
financial_statement:償還公司債,financial_statement,償還公司債,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.27613076892286753,0.16196290011571865,backtestable,
financial_statement:舉借長期借款,financial_statement,舉借長期借款,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.7294940559580515,0.27290464631615896,backtestable,
financial_statement:償還長期借款,financial_statement,償還長期借款,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.7480706880678861,0.28561375355790986,backtestable,
financial_statement:存入保證金增加,financial_statement,存入保證金增加,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.6539947164071569,0.27952440574082144,backtestable,
financial_statement:存入保證金減少,financial_statement,存入保證金減少,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.6139214665972862,0.2715241452395431,backtestable,
financial_statement:發放現金股利,financial_statement,發放現金股利,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.8507134851699155,0.18358676617121597,backtestable,
financial_statement:支付之利息,financial_statement,支付之利息,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.929316935516151,0.28880365314738676,backtestable,
financial_statement:籌資活動之淨現金流入_流出,financial_statement,籌資活動之淨現金流入_流出,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9364327742865148,0.2888031217113347,backtestable,
financial_statement:本期現金及約當現金增加_減少_數,financial_statement,本期現金及約當現金增加_減少_數,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9364327742865148,0.2888031567544999,backtestable,
financial_statement:期初現金及約當現金餘額,financial_statement,期初現金及約當現金餘額,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9364327742865148,0.2888028809231973,backtestable,
financial_statement:期末現金及約當現金餘額,financial_statement,期末現金及約當現金餘額,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9364327742865148,0.2888031568344883,backtestable,
financial_statement:資產負債表帳列之現金及約當現金,financial_statement,資產負債表帳列之現金及約當現金,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106.0,2832.0,1150.0,0.9364327742865148,0.2888031568344883,backtestable,
broker_transactions,broker_transactions,,broker / branch flow,chip_diversity,tw,P1,"broker concentration, branch flow anomaly, emerging-stock chip proxy",106016994.0,7.0,0.0,,,context_only_or_not_stock_panel,
etl:broker_transactions:top15_buy,etl,broker_transactions:top15_buy,broker / branch flow,chip_diversity,tw,P1,"broker concentration, branch flow anomaly, emerging-stock chip proxy",2055.0,2474.0,1103.0,0.8636853060080855,0.2888132310450044,backtestable,
etl:broker_transactions:top15_sell,etl,broker_transactions:top15_sell,broker / branch flow,chip_diversity,tw,P1,"broker concentration, branch flow anomaly, emerging-stock chip proxy",2055.0,2474.0,1103.0,0.8636853060080855,0.28881328344930013,backtestable,
etl:broker_transactions:buy_sell_ratio,etl,broker_transactions:buy_sell_ratio,broker / branch flow,chip_diversity,tw,P1,"broker concentration, branch flow anomaly, emerging-stock chip proxy",2055.0,2474.0,1103.0,0.8636853060080855,0.28863163636147143,backtestable,
etl:broker_transactions:balance_index,etl,broker_transactions:balance_index,broker / branch flow,chip_diversity,tw,P1,"broker concentration, branch flow anomaly, emerging-stock chip proxy",2055.0,2474.0,1103.0,0.8636853060080855,0.28863164120377444,backtestable,
margin_transactions:融資買進,margin_transactions,融資買進,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",4282.0,2441.0,1150.0,0.9086578873634071,0.28664077487851913,backtestable,
margin_transactions:融資賣出,margin_transactions,融資賣出,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",4282.0,2441.0,1150.0,0.9086578873634071,0.2873348258247465,backtestable,
margin_transactions:融資現金償還,margin_transactions,融資現金償還,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",4282.0,2441.0,1150.0,0.9086578873634071,0.22605250810157493,backtestable,
margin_transactions:融資前日餘額,margin_transactions,融資前日餘額,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",4282.0,2441.0,1150.0,0.9086578873634071,0.28872796593419897,backtestable,
margin_transactions:融資今日餘額,margin_transactions,融資今日餘額,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",4282.0,2441.0,1150.0,0.9086578873634071,0.28872825169810407,backtestable,
margin_transactions:融資限額,margin_transactions,融資限額,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",4282.0,2441.0,1150.0,0.9086578873634071,0.28869229001815133,backtestable,
margin_transactions:融券買進,margin_transactions,融券買進,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",4282.0,2441.0,1150.0,0.9086578873634071,0.24612853009111424,backtestable,
margin_transactions:融券賣出,margin_transactions,融券賣出,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",4282.0,2441.0,1150.0,0.9086578873634071,0.24436052889544974,backtestable,
margin_transactions:融券現券償還,margin_transactions,融券現券償還,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",4282.0,2441.0,1150.0,0.9086578873634071,0.10928412220572964,backtestable,
margin_transactions:融券前日餘額,margin_transactions,融券前日餘額,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",4282.0,2441.0,1150.0,0.9086578873634071,0.279632605884929,backtestable,
margin_transactions:融券今日餘額,margin_transactions,融券今日餘額,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",4282.0,2441.0,1150.0,0.9086578873634071,0.27943669692043327,backtestable,
margin_transactions:融券限額,margin_transactions,融券限額,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",4282.0,2441.0,1150.0,0.9086578873634071,0.28869229001815133,backtestable,
margin_transactions:資券互抵,margin_transactions,資券互抵,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",4282.0,2441.0,1150.0,0.9086578873634071,0.2061948128757662,backtestable,
margin_transactions:註記,margin_transactions,註記,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",4282.0,2441.0,1150.0,0.0,,low_coverage,
margin_transactions:融資使用率,margin_transactions,融資使用率,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",4282.0,2441.0,1150.0,0.9086578873634071,0.28862682589508426,backtestable,
margin_transactions:融券使用率,margin_transactions,融券使用率,chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",4282.0,2441.0,1150.0,0.9086578873634071,0.2711980627919191,backtestable,
financial_statements_upload_detail:upload_date,financial_statements_upload_detail,upload_date,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",186.0,2799.0,1150.0,0.9551495016611296,0.28660952163186404,backtestable,
financial_statements_upload_detail:correction,financial_statements_upload_detail,correction,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",186.0,2799.0,1150.0,0.0,,low_coverage,
futures_institutional_investors_trading_summary:多方交易口數,futures_institutional_investors_trading_summary,多方交易口數,derivatives / positioning,regime_context,tw,P1,"market regime, hedge pressure, risk dashboard",4659.0,82.0,0.0,,,context_only_or_not_stock_panel,
futures_institutional_investors_trading_summary:空方交易口數,futures_institutional_investors_trading_summary,空方交易口數,derivatives / positioning,regime_context,tw,P1,"market regime, hedge pressure, risk dashboard",4659.0,82.0,0.0,,,context_only_or_not_stock_panel,
futures_institutional_investors_trading_summary:多空交易口數淨額,futures_institutional_investors_trading_summary,多空交易口數淨額,derivatives / positioning,regime_context,tw,P1,"market regime, hedge pressure, risk dashboard",4659.0,82.0,0.0,,,context_only_or_not_stock_panel,
futures_institutional_investors_trading_summary:多方未平倉口數,futures_institutional_investors_trading_summary,多方未平倉口數,derivatives / positioning,regime_context,tw,P1,"market regime, hedge pressure, risk dashboard",4659.0,82.0,0.0,,,context_only_or_not_stock_panel,
