id,kind,api_key,namespace,field,group,dataset_lane,market,adoption_priority,stockvision_use,raw_rows,raw_cols,overlap_cols,coverage,avg_rank_std,status,direction_mode,direction,elapsed_s,cagr,benchmark_alpha,benchmark_beta,total_return,max_drawdown,monthly_sharpe,monthly_sortino,calmar,win_ratio,avg_n_stock,max_n_stock,trade_count,match_days,avg_daily_matches,max_daily_matches,latest_matches,selection_note
finlab701_financial_statement_每股盈餘_high,finlab701_single,financial_statement:每股盈餘,financial_statement,每股盈餘,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9364327742865148,0.28880024097480544,ok,high,1,0.098,0.4621460406433635,0.5805256293230354,2.649661656733416,2.5423510270586047,-0.11532670416638635,1.5543506574077304,4.520701607444055,4.006929485141739,0.5974358974358974,10.0,10.0,400,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_fundamental_features_每股營業額_high,finlab701_single,fundamental_features:每股營業額,fundamental_features,每股營業額,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.935496137373414,0.2888032845460385,ok,high,1,0.076,0.34014650568093496,0.41830373912001373,1.7493744229865773,1.6504446658825684,-0.09551104155677148,1.5335306215745188,4.5140902161869585,3.560958927345595,0.541025641025641,10.0,10.0,400,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_financial_statement_收益費損項目合計_high,finlab701_single,financial_statement:收益費損項目合計,financial_statement,收益費損項目合計,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9356022095024616,0.28880326930648875,ok,high,1,0.08,0.3312536011607745,0.3931160285536032,1.3846517265639169,1.5923422657956157,-0.1420898159636309,1.529351387729414,4.664730898987537,2.3311332172700046,0.5655526992287918,10.0,10.0,404,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_financial_statement_應付帳款增加_減少_high,finlab701_single,financial_statement:應付帳款增加_減少,financial_statement,應付帳款增加_減少,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.8910118880838971,0.2888096501682446,ok,high,1,0.077,0.4495366028253285,0.5172284992471259,1.5151313196884426,2.441664158091183,-0.19625624964532074,1.5229187254871424,5.129155740797432,2.290442720731155,0.5564102564102564,10.0,10.0,400,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_financial_statement_流動資產_high,finlab701_single,financial_statement:流動資產,financial_statement,流動資產,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9065324420606012,0.28880738065587724,ok,high,1,0.079,0.3657615065506852,0.4261003289691442,1.3505492455059682,1.8228877309684761,-0.13468879043565785,1.5195939326799213,4.792722491493945,2.715403051264963,0.5769230769230769,10.0,10.0,400,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_fundamental_features_流動資產_high,finlab701_single,fundamental_features:流動資產,fundamental_features,流動資產,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9065324420606012,0.28880738065587724,ok,high,1,0.076,0.3657615065506852,0.4261003289691442,1.3505492455059682,1.8228877309684761,-0.13468879043565785,1.5195939326799213,4.792722491493945,2.715403051264963,0.5769230769230769,10.0,10.0,400,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_financial_statement_與營業活動相關之負債之淨變動合計_low,finlab701_single,financial_statement:與營業活動相關之負債之淨變動合計,financial_statement,與營業活動相關之負債之淨變動合計,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9364327742865148,0.2888031562442241,ok,low,-1,0.076,0.3227161933484428,0.39071090677230524,1.521909199290233,1.5374065989957755,-0.10106043988518643,1.5189689009210514,6.185904243174423,3.192982970243729,0.5769230769230769,10.0,10.0,404,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_fundamental_features_每股現金流量_high,finlab701_single,fundamental_features:每股現金流量,fundamental_features,每股現金流量,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9364327742865148,0.28880315695367553,ok,high,1,0.076,0.44295208506842254,0.5300781584320926,1.9501217943756992,2.3898906436547396,-0.09621759223421056,1.5176302979157361,5.410790336347035,4.6031712400151426,0.5461538461538461,10.0,10.0,400,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_financial_statement_遞延所得稅資產_high,finlab701_single,financial_statement:遞延所得稅資產,financial_statement,遞延所得稅資產,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9007975423287836,0.28879498747260945,ok,high,1,0.063,0.29112598575651294,0.37594806562659194,1.8985520661360542,1.341206296288386,-0.10655527764770456,1.5128091280664875,3.843922799041737,2.7319028503726126,0.5886889460154242,10.0,10.0,401,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_financial_statement_遞延資產合計_high,finlab701_single,financial_statement:遞延資產合計,financial_statement,遞延資產合計,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9356022095024616,0.2887167051853409,ok,high,1,0.063,0.29112598575651294,0.37594806562659194,1.8985520661360542,1.341206296288386,-0.10655527764770456,1.5128091280664875,3.843922799041737,2.7319028503726126,0.5886889460154242,10.0,10.0,401,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_financial_statement_利息費用_high,finlab701_single,financial_statement:利息費用,financial_statement,利息費用,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9341532241924508,0.2888032601233021,ok,high,1,0.077,0.20830314760941282,0.2629635575304244,1.223450714134018,0.8775097946807322,-0.06243366817031426,1.5059640651804413,4.185943871548665,3.3358570006052304,0.6076923076923076,10.0,10.0,400,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_financial_statement_處分及報廢不動產_廠房及設備損失_利益_high,finlab701_single,financial_statement:處分及報廢不動產_廠房及設備損失_利益,financial_statement,處分及報廢不動產_廠房及設備損失_利益,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9171766801424969,0.2862753826640987,ok,high,1,0.077,0.4113430204728665,0.4613417198134704,1.119108775481742,2.1489137023490748,-0.1497386553977651,1.4984976991740881,5.79622768098636,2.7468895756041998,0.5489690721649485,10.0,10.0,401,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_financial_statement_資本公積合計_high,finlab701_single,financial_statement:資本公積合計,financial_statement,資本公積合計,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9338079894328143,0.2887993442184567,ok,high,1,0.083,0.34494787582068764,0.42789663421894963,1.8566219654322893,1.6821904591013856,-0.1083654411358721,1.493635168835178,5.173839400933061,3.1828970863262347,0.6051282051282051,10.0,10.0,400,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_financial_statement_普通股股本_high,finlab701_single,financial_statement:普通股股本,financial_statement,普通股股本,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9364327742865148,0.2888031311352052,ok,high,1,0.076,0.21037734133011465,0.27229810995027126,1.3859575641224104,0.8882612437451027,-0.08924026034164034,1.4931969975523733,3.636104695969538,2.3571622147074187,0.5784061696658098,10.0,10.0,400,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_fundamental_features_每股營業利益_high,finlab701_single,fundamental_features:每股營業利益,fundamental_features,每股營業利益,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9356022095024616,0.28880327063352124,ok,high,1,0.083,0.4158500293873033,0.497116886068287,1.8189763667241816,2.1825164206527523,-0.12295245857269133,1.4927670593442113,4.49906700136028,3.381926762154537,0.5717948717948718,10.0,10.0,400,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_financial_statement_綜合損益歸屬非控制權益_high,finlab701_single,financial_statement:綜合損益歸屬非控制權益,financial_statement,綜合損益歸屬非控制權益,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9314493855821959,0.2782786391984481,ok,high,1,0.077,0.2769599655190276,0.32600530749452006,1.097770008523061,1.256774812722425,-0.1197678985681132,1.4913213502922282,4.209868266773215,2.3122793840094866,0.5692307692307692,10.0,10.0,401,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_financial_statement_按攤銷後成本衡量之金融資產_流動_high,finlab701_single,financial_statement:按攤銷後成本衡量之金融資產_流動,financial_statement,按攤銷後成本衡量之金融資產_流動,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.6927961013489172,0.2872814237028496,ok,high,1,0.063,0.2192392755246202,0.28795839021213054,1.5381232972929701,0.9346820368695257,-0.08331326670425432,1.4878540981320278,3.6931451722570015,2.631189152758293,0.5989717223650386,10.0,10.0,400,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_financial_statement_透過損益按公允價值衡量金融資產及負債之淨損失_利益_low,finlab701_single,financial_statement:透過損益按公允價值衡量金融資產及負債之淨損失_利益,financial_statement,透過損益按公允價值衡量金融資產及負債之淨損失_利益,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.8065664651963335,0.2870723407675834,ok,low,-1,0.077,0.2788316926239869,0.34183448990833487,1.4101763495986253,1.2678064007941048,-0.08537566684167686,1.4800083563485813,4.161287131689123,3.2655561868597927,0.5948717948717949,10.0,10.0,402,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_financial_statement_負債總額_high,finlab701_single,financial_statement:負債總額,financial_statement,負債總額,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9364327742865148,0.2888031569536756,ok,high,1,0.076,0.19701349414418456,0.25407622997354523,1.2772213929927956,0.8197403250973789,-0.07218592015589753,1.479267708616036,3.6933137011278694,2.72887295734662,0.5886889460154242,10.0,10.0,400,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_financial_statement_取得不動產_廠房及設備_low,finlab701_single,financial_statement:取得不動產_廠房及設備,financial_statement,取得不動產_廠房及設備,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.934629548092703,0.28879731498010947,ok,low,-1,0.081,0.40492939529086347,0.4717135786038842,1.4948141970622764,2.1015249590829272,-0.1260001263217828,1.4726945628804158,5.358989631227266,3.2134671007060573,0.5538461538461539,10.0,10.0,400,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_fundamental_features_取得不動產廠房及設備_low,finlab701_single,fundamental_features:取得不動產廠房及設備,fundamental_features,取得不動產廠房及設備,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.934629548092703,0.28879731498010947,ok,low,-1,0.106,0.40492939529086347,0.4717135786038842,1.4948141970622764,2.1015249590829272,-0.1260001263217828,1.4726945628804158,5.358989631227266,3.2134671007060573,0.5538461538461539,10.0,10.0,400,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_financial_statement_所得稅費用_high,finlab701_single,financial_statement:所得稅費用,financial_statement,所得稅費用,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9364327742865148,0.2887921185605122,ok,high,1,0.076,0.4839879097394544,0.5377670826194317,1.2037261989184789,2.7216070538252404,-0.08837881055412777,1.472007062820788,6.009865860195769,5.475669450750993,0.6128205128205129,10.0,10.0,404,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_financial_statement_營業外收入及支出_high,finlab701_single,financial_statement:營業外收入及支出,financial_statement,營業外收入及支出,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9073630068446543,0.2888072568803058,ok,high,1,0.079,0.37661063391921545,0.4489090404610956,1.6182377198091948,1.8982354698649173,-0.15418755437260345,1.4694787801947706,5.420457469480337,2.4423904480947365,0.5307692307692308,10.0,10.0,400,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_fundamental_features_資產總額成長率_high,finlab701_single,fundamental_features:資產總額成長率,fundamental_features,資產總額成長率,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9216457190889805,0.2888052033193669,ok,high,1,0.076,0.32589674438295724,0.4479100279149537,2.7309937683741143,1.5577763113848295,-0.19383615929147113,1.4461548246992304,3.0074443306646805,1.681213316653502,0.49869451697127937,10.0,10.0,400,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_financial_statement_取得透過其他綜合損益按公允價值衡量之金融資產_low,finlab701_single,financial_statement:取得透過其他綜合損益按公允價值衡量之金融資產,financial_statement,取得透過其他綜合損益按公允價值衡量之金融資產,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.6004743225393268,0.23684930760790368,ok,low,-1,0.077,0.1790658539070482,0.2339460065715514,1.228369162730349,0.7304793321656444,-0.09661816251860766,1.4459368803222783,3.7481999774744548,1.853143527101279,0.583547557840617,10.0,10.0,401,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_financial_statement_利息收入_low,finlab701_single,financial_statement:利息收入,financial_statement,利息收入,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9356022095024616,0.2888032246586584,ok,low,-1,0.076,0.19432640735126339,0.2531122261636556,1.3157887419963799,0.8061759539858202,-0.08070747863899552,1.4444061716789511,3.452362754922533,2.4074885715939858,0.583547557840617,10.0,10.0,401,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_financial_statement_未分配盈餘_high,finlab701_single,financial_statement:未分配盈餘,financial_statement,未分配盈餘,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.8952137453468358,0.28880905193784273,ok,high,1,0.077,0.406064233391505,0.4548632771318087,1.0922571747889829,2.1098734224134956,-0.07121560553835904,1.437053302810364,5.705083062725472,5.701099068547986,0.5897435897435898,10.0,10.0,402,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_financial_statement_處分透過其他綜合損益按公允價值衡量之金融資產_high,finlab701_single,financial_statement:處分透過其他綜合損益按公允價值衡量之金融資產,financial_statement,處分透過其他綜合損益按公允價值衡量之金融資產,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.5789376776207822,0.22045070863928917,ok,high,1,0.077,0.1868651370930825,0.2494238640890491,1.4002368319069123,0.7688826702594873,-0.0902025577606097,1.434050304069244,3.2729685650674747,2.071387196325289,0.5449871465295629,10.0,10.0,400,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_fundamental_features_ROA綜合損益_high,finlab701_single,fundamental_features:ROA綜合損益,fundamental_features,ROA綜合損益,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9356022095024616,0.28880327063352124,ok,high,1,0.092,0.37329366087581706,0.45024561386863526,1.722396922729264,1.8750514505048468,-0.1395329426015145,1.4262514320480115,5.026289395516173,2.6751167340781414,0.4832904884318766,10.0,10.0,400,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_financial_statement_舉借長期借款_high,finlab701_single,financial_statement:舉借長期借款,financial_statement,舉借長期借款,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.7294940559580515,0.27290464631615896,ok,high,1,0.076,0.29669414583179154,0.33544564035135466,0.8673653145344427,1.374989908351675,-0.12737551347953968,1.423725007889242,5.416461771181953,2.329104289236513,0.5333333333333333,10.0,10.0,400,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_financial_statement_其他流動資產_high,finlab701_single,financial_statement:其他流動資產,financial_statement,其他流動資產,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.890741704358964,0.28877333657078763,ok,high,1,0.078,0.2083162070084812,0.267644255772876,1.3279253436603724,0.8775773529188078,-0.10280774371732215,1.41195223962707,3.0246883462949175,2.0260725384249536,0.5564102564102564,10.0,10.0,400,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_fundamental_features_每股稅前淨利_high,finlab701_single,fundamental_features:每股稅前淨利,fundamental_features,每股稅前淨利,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9364327742865148,0.2888031569536756,ok,high,1,0.069,0.41315895450354967,0.5084619465403278,2.133143784230641,2.162422673026013,-0.1272889468688021,1.4004284571920134,4.453390965028854,3.2455803026348913,0.5897435897435898,10.0,10.0,400,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_financial_statement_透過損益按公允價值衡量之金融負債_流動_high,finlab701_single,financial_statement:透過損益按公允價值衡量之金融負債_流動,financial_statement,透過損益按公允價值衡量之金融負債_流動,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.560629227874955,0.2450938551062937,ok,high,1,0.078,0.2915754748119104,0.3775632181193917,1.9246428284810662,1.3439209198072701,-0.17622191931870346,1.3952709273852533,3.7224323119511666,1.6544986625528144,0.5512820512820513,10.0,10.0,400,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_fundamental_features_每股綜合損益_high,finlab701_single,fundamental_features:每股綜合損益,fundamental_features,每股綜合損益,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9356022095024616,0.2888032706335213,ok,high,1,0.079,0.38761800608779806,0.4781594401073697,2.026566984587898,1.976108898099338,-0.12925379367564638,1.3918951498984686,4.866389099812779,2.998658750960256,0.5743589743589743,10.0,10.0,400,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_fundamental_features_每股稅後淨利_high,finlab701_single,fundamental_features:每股稅後淨利,fundamental_features,每股稅後淨利,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9356022095024616,0.28880327063352124,ok,high,1,0.078,0.40860573862387484,0.5103661127811048,2.2776778039739822,2.128627076560938,-0.11674979841497535,1.3845698183864072,4.137701528667426,3.499541316195592,0.5846153846153846,10.0,10.0,400,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_financial_statement_不動產廠房及設備_high,finlab701_single,financial_statement:不動產廠房及設備,financial_statement,不動產廠房及設備,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9363617259736621,0.288803166264703,ok,high,1,0.063,0.281458046021539,0.34251179673632065,1.3665513123758384,1.2833491393005647,-0.11195601024410873,1.382949789168518,4.261347795523009,2.5137811502607184,0.5641025641025641,10.0,10.0,400,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_institutional_investors_trading_summary_外陸資買進股數(不含外資自營商)_high,finlab701_single,institutional_investors_trading_summary:外陸資買進股數(不含外資自營商),institutional_investors_trading_summary,外陸資買進股數(不含外資自營商),chips / institutional flow,chip_diversity,tw,P0,"foreign/trust/dealer flow, margin heat, lending pressure, theme rotation",3455,2673,1167,0.9168014249689789,0.28874512402735325,ok,high,1,0.079,0.4662503787846086,0.5942146113480828,2.86419241896706,2.575563907536629,-0.18724731944915007,1.3744104097613774,4.589000342372782,2.489891343933391,0.5461538461538461,10.0,10.0,407,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_fundamental_features_淨值週轉率次數_high,finlab701_single,fundamental_features:淨值週轉率次數,fundamental_features,淨值週轉率次數,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.935496137373414,0.2888032845460385,ok,high,1,0.078,0.3117783871566715,0.39022316109945954,1.7558103724262903,1.4682219531077,-0.20148921576387002,1.3740679395499193,4.362408648488197,1.5472933032257248,0.5076923076923077,10.0,10.0,400,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_financial_statement_與營業活動相關之資產之淨變動合計_low,finlab701_single,financial_statement:與營業活動相關之資產之淨變動合計,financial_statement,與營業活動相關之資產之淨變動合計,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9364327742865148,0.2888031565932724,ok,low,-1,0.076,0.22868901773560535,0.3218277442089281,2.0847015524030383,0.9850552703416589,-0.10176685517830297,1.3577480372962334,3.176875555464927,2.246964865783727,0.5989717223650386,10.0,10.0,403,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_financial_statement_收取之利息_high,finlab701_single,financial_statement:收取之利息,financial_statement,收取之利息,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9356022095024616,0.28880320877509635,ok,high,1,0.076,0.18209305280586308,0.23665528862266666,1.2212533069415625,0.7453151255988277,-0.07741091819135948,1.355440497288216,3.226357823103549,2.351987771002508,0.5758354755784062,10.0,10.0,400,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_fundamental_features_營運資金_high,finlab701_single,fundamental_features:營運資金,fundamental_features,營運資金,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9065324420606012,0.2888073805347957,ok,high,1,0.104,0.3025860626439232,0.3744302930311798,1.6080720049614805,1.4111076764848272,-0.11078807882024555,1.352093184540428,4.342258057031488,2.730968495715769,0.5487179487179488,10.0,10.0,400,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_financial_statement_營業活動之淨現金流入_流出_high,finlab701_single,financial_statement:營業活動之淨現金流入_流出,financial_statement,營業活動之淨現金流入_流出,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9364327742865148,0.2888031568312148,ok,high,1,0.076,0.35547513210916093,0.4106064626254627,1.233991215740954,1.7527242615118617,-0.09697459445635848,1.3494423615610303,5.8478356185516995,3.665274202586052,0.5794871794871795,10.0,10.0,403,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_financial_statement_短期借款_high,finlab701_single,financial_statement:短期借款,financial_statement,短期借款,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.8700136092542929,0.2880747165009742,ok,high,1,0.078,0.27435076331363706,0.33097539703548073,1.2674154596476326,1.2414594152952914,-0.14531278493501942,1.342074781554052,4.041266577167972,1.887871633043036,0.558974358974359,10.0,10.0,400,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_financial_statement_未實現外幣兌換損失_利益_high,finlab701_single,financial_statement:未實現外幣兌換損失_利益,financial_statement,未實現外幣兌換損失_利益,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.39745426890285396,0.28800423037897,ok,high,1,0.083,0.29411737072796407,0.3504090310011543,1.259962595607064,1.359313783402491,-0.1039189365278036,1.3343643549293913,4.199008971642543,2.8299853780306923,0.5512820512820513,10.0,10.0,400,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_financial_statement_推銷費用_high,finlab701_single,financial_statement:推銷費用,financial_statement,推銷費用,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.8637353400312212,0.2888138902640121,ok,high,1,0.077,0.260927329788454,0.3187016147673725,1.2931478252392101,1.163814440244472,-0.09755162213191493,1.3163489360065794,4.029107080436433,2.67448740689909,0.5743589743589743,10.0,10.0,400,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_financial_statement_股利收入_low,finlab701_single,financial_statement:股利收入,financial_statement,股利收入,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.6361045510947444,0.27205136123118384,ok,low,-1,0.076,0.29191039982611544,0.35145194631762916,1.3327040115680424,1.345945081740474,-0.08825263942761719,1.3138832766498756,4.635911930790421,3.3072928899379517,0.5732647814910026,10.0,10.0,402,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_financial_statement_折舊費用_high,finlab701_single,financial_statement:折舊費用,financial_statement,折舊費用,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9362906776608093,0.2888031751560344,ok,high,1,0.077,0.320567397151138,0.38360414136688886,1.4109361755407828,1.5237091364614064,-0.10167546280103501,1.309520907740614,4.461107351401672,3.152539097731039,0.5461538461538461,10.0,10.0,400,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_fundamental_features_折舊_high,finlab701_single,fundamental_features:折舊,fundamental_features,折舊,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9362906776608093,0.2888031751560344,ok,high,1,0.076,0.320567397151138,0.38360414136688886,1.4109361755407828,1.5237091364614064,-0.10167546280103501,1.309520907740614,4.461107351401672,3.152539097731039,0.5461538461538461,10.0,10.0,400,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_fundamental_features_推銷費用率_low,finlab701_single,fundamental_features:推銷費用率,fundamental_features,推銷費用率,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.8637053196173398,0.288813901858142,ok,low,-1,0.092,0.299891331999965,0.4310221578623855,2.9350695096907953,1.3945415015260059,-0.16311900094522513,1.3092873161019989,2.940382979393417,1.838369206347689,0.4867021276595745,10.0,10.0,400,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_financial_statement_應收帳款_增加_減少_low,finlab701_single,financial_statement:應收帳款_增加_減少,financial_statement,應收帳款_增加_減少,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.8972201096745787,0.28880873148043124,ok,low,-1,0.083,0.3216367104280611,0.38701083378535756,1.4632531666511377,1.5305189707778584,-0.2368725032914848,1.3090901355040128,3.3161589546608874,1.3577900687425863,0.5743589743589743,10.0,10.0,400,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_fundamental_features_總資產週轉次數_high,finlab701_single,fundamental_features:總資產週轉次數,fundamental_features,總資產週轉次數,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.935496137373414,0.2888032845460385,ok,high,1,0.075,0.2821597004654355,0.34291885100772146,1.3599573480798386,1.2875141054848922,-0.14757619306946268,1.295666032994847,4.376834909309955,1.9118299252602486,0.49230769230769234,10.0,10.0,400,830,10.0,10,10,best_of_high_low_in_sample_research_only
finlab701_financial_statement_非流動資產_high,finlab701_single,financial_statement:非流動資產,financial_statement,非流動資產,fundamentals,fundamental_factor_diversity,tw,P0,"quality, value, growth, profitability, balance-sheet factors",106,2832,1150,0.9065324420606012,0.288807380731452,ok,high,1,0.078,0.2230706281229926,0.2896874669046882,1.4910685649557478,0.9549964750962969,-0.13572812529115286,1.294834765261302,3.2176734829765476,1.6433896345961387,0.5333333333333333,10.0,10.0,400,830,10.0,10,10,best_of_high_low_in_sample_research_only
