feature_id,chip_5d,dealer_ratio_5d,foreign_5d,institutional_net,short_squeeze_proxy,advance_ratio,us_sentiment_score,vol_ratio_20d,BETA_60,CNTD_20,CNTD_5,CNTN_20,CNTN_5,CNTP_20,CNTP_5,CORD_10,CORR_10,IMIN_20,IMXD_20,KLEN,KLOW,KLOW2,KMID,KSFT,KSFT2,KUP,KUP2,RESI_10,RESI_20,RESI_5,RESI_60,RSQR_10,RSQR_20,RSQR_60,VSTD_10,VSTD_20,linear_factor,ma10_bias,ma60_bias,margin_balance,margin_change_5d_ts,margin_ratio,return_3d,return_5d,rsi5_dulling,volatility_20d,volatility_5d,vwap_bias,tech_bullish_streak_5,tech_disposal_active,tech_gap_down,tech_gap_up,tech_limit_down_count_10,tech_limit_up_streak_10,tech_locked_open_down_10,tech_locked_open_up_10,l1_bbBandwidthPct,l1_bestFvgStrength,l1_bestOrderBlockStrength,l1_bosBullish,l1_brokerConcentration,l1_brokerNetAmount5d,l1_closeAboveMa60Pct,l1_dealerNet5d,l1_diTrend,l1_displacementPct,l1_eps,l1_foreignTrustNet5d,l1_macdHist,l1_monthlyRevenueMoM,l1_monthlyRevenueYoY,l1_return20d,l1_revenueGrowthYoY,l1_roe,l1_sectorFlowCore,l1_sectorRsRatio,l1_sectorTurnoverShareDelta,l1_smcBullishScore,l1_smcNetScore,l1_squeezeMomentum,l1_squeezeRelease,l1_volumeExpansion20,l1_volumeMomentumDivergence132710,mom_12m_1m,mom_9m,mom_close_to_52w_high,mom_hl52,mom_ma50_200_ratio,mom_macd_trend_10,mom_reversal_1m,mom_reversal_6m,mom_rsi_14,mom_vol_adj_12m,size_log_mktcap,tech_adx_14,tech_atr_14,tech_bbands_pctb_20,tech_bbi,tech_bias_20,tech_cmo_14,tech_dma_10_50,tech_donchian_pos_20,tech_ema_12_pos,tech_emv_14,tech_granville_score,tech_kd9_k,tech_kdj_j_9,tech_keltner_pos_20,tech_ma_convergence,tech_mfi_14,tech_mtm_10,tech_obv,tech_psy_12,tech_roc_10,tech_sar,tech_slow_kd_14,tech_sma_20_pos,tech_tower_3,tech_trix_12,tech_volume_ratio_5,tech_vr_26,tech_williams_r_14,tech_wma_10_pos,val_bp,val_dp,val_ep,val_sp,liq_amihud_21d,vola_cv_90d,vola_min_130d,vola_realized_12m,vola_realized_1m,vol_chg_turnover_1y,vol_cv_volprice_20d,vol_money_flow_5d,vol_share_turnover_21d,vol_signal_5d
RESI_10,0.117183,0.003894,0.117942,0.21546,0.166476,5.1e-05,5.1e-05,0.143298,-0.050831,0.021617,0.32264,-0.022771,-0.311114,0.015557,0.297539,-0.092598,0.063545,-0.078101,0.090507,0.055042,0.042079,0.024473,0.525447,0.449359,0.397109,0.071562,0.035077,1.0,0.510595,0.470111,0.098815,0.048371,-0.009003,-0.007137,-0.027204,-0.016587,0.013459,0.311799,0.065108,-0.00028,0.028966,-0.033978,0.657845,0.4117,0.2189,-0.028253,-0.003812,0.449787,0.239137,0.034642,0.159219,0.211425,-0.003544,0.048242,-0.014717,-0.009659,-0.004594,0.367759,0.538966,0.272474,-0.35747,0.125041,0.017576,0.04573,0.030203,0.560714,0.001694,0.096347,-0.062235,-0.012779,-0.006979,-0.007071,0.001593,0.000648,0.000745,-0.005978,0.053028,0.544709,0.339663,0.078862,0.019739,-0.066838,-0.053837,0.006558,0.005163,0.028379,0.025511,-0.005746,-0.121376,0.007107,-0.006212,0.007877,0.005429,-0.006233,-0.040734,0.012449,0.203121,0.309946,-0.091192,0.007877,-0.121657,0.166079,0.281276,-0.009497,-0.007053,-0.016681,0.220754,0.159857,0.002449,0.032239,-0.024512,-0.01473,-0.018193,-0.027651,0.126405,-0.068599,0.091192,0.533262,-0.174291,0.269334,0.005027,-0.223069,0.504896,-0.001794,0.004678,0.004007,-0.003531,0.002953,0.008431,0.004936,0.004422,0.019557,0.062639,0.011797,-0.743459,0.019185,-0.080742
RESI_20,0.220992,0.000725,0.184446,0.201687,0.349814,5.1e-05,5.1e-05,0.266498,-0.140466,0.01621,0.505346,-0.022366,-0.47719,0.005992,0.475641,0.09161,0.119546,-0.1205,0.082074,0.085278,0.062753,0.029369,0.379645,0.330219,0.301987,0.061776,0.015256,0.510595,1.0,0.166003,0.291104,0.032579,0.05492,-0.027411,-0.021716,-0.034524,0.015661,0.711123,0.175388,0.003457,0.105673,-0.054578,0.683293,0.708792,0.347006,-0.056401,0.099772,0.330503,0.383935,0.031938,0.138626,0.182054,0.069949,-0.063969,0.015463,0.03112,-0.010849,0.358148,0.426972,0.284923,-0.335432,0.304654,0.044638,0.111193,0.169901,0.416796,-0.001177,0.179319,0.338571,-0.010677,-0.006423,-0.033926,-0.000734,-0.002712,-0.0031,-0.015299,0.087779,0.40956,0.287673,0.250907,0.013942,0.193659,0.075476,0.010433,0.004585,0.047642,0.041189,-0.032934,-0.237229,0.031376,-0.004586,0.150695,0.005699,-0.008573,-0.048718,0.022243,0.432534,0.520361,-0.307471,0.150695,-0.227802,0.307573,0.532096,0.126094,-0.01323,0.405944,0.657205,0.341026,-0.011234,-0.041086,0.360124,-0.049186,-0.193887,0.405175,0.538308,0.205949,0.307471,0.450999,-0.272903,0.227758,-0.013915,-0.478449,0.769171,-0.001531,0.005552,0.004748,-0.009368,0.019576,0.014056,0.01315,0.008365,0.047105,0.111876,0.018485,-0.708901,0.042821,0.050702
RESI_5,0.012447,0.008082,0.024651,0.278925,-0.01649,5.1e-05,5.1e-05,0.036602,-0.010354,0.023473,0.031454,-0.022168,-0.032789,0.020225,0.025344,-0.039278,0.00538,-0.035044,0.048449,0.026508,0.017717,0.015176,0.63423,0.532098,0.461583,0.084262,0.062046,0.470111,0.166003,1.0,0.036112,-0.016519,-0.006782,0.000539,-0.008837,-0.005864,0.010605,0.088437,0.026229,-0.001717,-0.023461,-0.011796,0.205065,0.002475,0.024998,-0.007061,-0.03418,0.532642,0.011861,0.009356,0.156456,0.206787,-0.002651,0.005922,0.001566,0.003633,0.000137,0.137003,0.643734,0.222803,-0.395657,-0.012082,0.013458,-0.002196,-0.030388,0.669808,0.000114,0.011775,-0.102336,-0.007833,-0.003847,0.006582,0.00145,0.000301,-0.000115,-0.00014,0.019421,0.645924,0.394142,0.028399,0.023309,-0.063359,-0.030594,0.005484,0.007362,0.017199,0.017419,0.003308,-0.029657,-0.005521,-0.007708,0.010411,0.006919,-0.001177,-0.015445,0.004396,0.083387,0.152178,-0.034655,0.010411,-0.029498,0.091989,0.116554,-0.041649,-0.000398,-0.093888,-0.029786,0.067299,0.004883,0.02669,0.006632,0.003449,-0.023885,0.006961,-0.017317,-0.086383,0.034655,0.445744,-0.050638,0.097535,0.012205,-0.120804,0.183751,-0.002851,-0.000253,-0.000175,-0.002017,0.000226,0.000415,-0.002259,-0.000752,0.001611,0.018983,0.004189,-0.352858,0.005291,-0.050012
RESI_60,0.286481,0.007122,0.219905,0.187485,0.329651,5.1e-05,5.1e-05,0.235686,-0.214753,0.42161,0.396697,-0.39194,-0.368114,0.377961,0.381532,0.372538,0.272243,0.376171,-0.507393,0.133727,0.089322,0.030697,0.212848,0.191585,0.188614,0.0588,-0.00128,0.098815,0.291104,0.036112,1.0,0.015202,0.0358,0.064906,0.08891,0.030528,0.027011,0.679145,0.671446,0.008685,0.109191,-0.092404,0.468692,0.588837,0.281318,0.196119,0.236515,0.191701,0.314092,-0.07778,0.095462,0.127025,0.109692,-0.252103,0.06188,0.077663,0.023598,0.251237,0.280137,0.276997,-0.272193,0.358479,0.326123,0.138392,0.540449,0.254121,-0.000369,0.228819,0.750042,0.109474,0.042856,0.643449,-0.008414,-0.002924,0.180138,0.213144,0.095033,0.248581,0.485333,0.696743,0.002125,0.32484,0.156416,-0.149928,0.023298,0.131491,0.115007,-0.191991,0.126581,-0.624855,-0.009453,0.675068,0.029739,-0.018303,0.120942,0.00539,0.701395,0.755158,-0.782814,0.675068,0.176683,0.684645,0.748809,0.451449,0.033319,0.628702,0.543017,0.695428,-0.038925,-0.523876,0.632753,0.371519,-0.435112,0.702814,0.5923,0.656512,0.782814,0.280097,0.337665,0.090164,0.346742,-0.661783,0.618639,-0.01764,-0.001228,-0.00571,-0.005745,0.031196,0.001686,0.039499,0.015627,-0.025608,0.19056,-0.113605,-0.429954,0.006104,0.350165
RSQR_10,0.016076,0.018117,0.012054,-0.002174,0.105311,5.1e-05,5.1e-05,0.060692,0.017216,0.005953,0.011397,0.002319,-0.007579,0.015142,0.018547,-0.051035,0.051261,-0.125565,-0.012599,0.040442,0.062956,0.042736,-0.012537,-0.004752,0.001071,0.033086,0.020983,0.048371,0.032579,-0.016519,0.015202,1.0,0.17421,-0.017908,0.060348,0.053093,0.027143,-0.001151,0.008998,0.02746,0.030379,-0.029097,0.01524,0.028552,0.136882,0.00249,-0.007668,-0.004649,0.001305,-0.034572,0.013702,-0.009313,-0.015794,-0.034342,-0.033021,0.025231,0.199423,0.002039,0.010309,0.125602,0.01631,0.012171,0.001946,0.008739,-0.006748,-0.004661,0.007433,0.015339,0.017277,-0.004098,0.004268,0.000117,0.005955,0.006381,0.007587,-0.004101,0.006425,-0.004826,-0.019769,0.01328,0.032726,0.147825,0.06626,0.006933,0.017995,0.013717,0.020572,0.0138,0.011018,-0.001762,-0.020638,0.007235,0.014046,-0.017544,0.132593,-0.027131,-0.000748,-0.008727,0.017015,0.007235,0.007779,-0.008963,-0.009906,0.014297,0.02734,-0.012782,0.004503,-0.007887,-0.423536,-0.037384,-0.005528,0.029638,-0.003079,-0.026497,0.027541,-0.009832,-0.017015,-0.005365,0.007128,-0.020124,0.038317,0.011698,0.008614,-0.003745,-0.001051,-0.00075,0.001485,-0.02465,-0.035902,-0.007214,-0.007086,-0.01618,0.080202,-0.028338,-0.021095,-0.042242,0.125013
RSQR_20,0.022748,-0.002461,0.017806,0.015106,0.032744,5.1e-05,5.1e-05,-0.003113,0.010583,-0.011175,0.00462,0.017873,0.001324,0.003541,0.012458,-0.057334,-0.098525,-0.065561,0.029689,0.039962,0.045047,0.02725,-0.003761,0.002368,0.007652,0.021307,0.007196,-0.009003,0.05492,-0.006782,0.0358,0.17421,1.0,0.01963,0.053471,0.04416,0.024228,0.012791,-0.000464,0.025424,0.01149,-0.017739,0.000891,0.008467,0.002421,-0.014667,0.017657,0.00237,0.002628,-0.074035,0.014672,-0.008522,-0.025744,-0.067585,-0.039167,0.021151,0.383688,-0.018255,0.012059,0.058325,-0.000428,-0.003228,-0.016495,0.00187,-0.03167,0.00644,0.0139,0.02286,0.043201,0.000413,0.008951,-0.035526,0.013866,0.012046,0.014755,-0.013753,0.006383,-0.005533,-0.108758,0.035129,-0.06756,0.065808,0.097905,0.012175,0.02062,0.017792,0.019494,0.02016,-0.003919,0.031962,-0.021498,-0.025735,0.021313,-0.016793,0.317953,-0.031765,-0.019378,-0.000334,0.00286,-0.025735,-0.004712,-0.010968,0.002055,0.045579,0.070439,0.007649,0.02582,-0.017936,-0.5845,0.039153,0.032289,-0.006124,-0.01981,0.014639,0.029811,-0.001782,-0.00286,-0.001077,-0.027696,-0.045505,0.009128,-0.012039,0.010906,-0.007983,0.00031,-0.000216,0.00131,-0.021995,-0.082785,0.000106,-0.007754,0.001034,0.056795,0.016903,-0.021654,-0.045686,0.086293
RSQR_60,0.011748,-0.016724,0.007733,0.007861,0.002204,5.1e-05,5.1e-05,-0.041424,-0.016324,0.014584,-0.001485,0.008341,0.011018,0.040612,0.008789,-0.036281,-0.054146,0.039252,-0.015738,0.054286,0.032377,0.009059,-0.000942,0.000396,0.010222,0.02008,-0.002011,-0.007137,-0.027411,0.000539,0.064906,-0.017908,0.01963,1.0,0.038354,0.04062,-0.046345,-0.00157,0.011573,0.026361,-0.003289,-0.029682,0.002808,0.002669,-0.007118,0.079682,0.049478,0.000363,0.01117,-0.03212,0.0011,0.002251,-0.02604,-0.02757,-0.02334,-0.000376,0.037825,0.001346,0.010485,-0.00098,0.000102,-0.016076,0.018551,-0.011857,-0.009831,0.013645,0.015316,0.024292,0.015018,0.009701,0.020786,0.027945,0.038407,0.012588,0.002546,0.014748,-0.001996,0.01081,0.01773,0.029936,0.001774,-0.022921,-0.074075,0.030497,0.036596,0.018051,0.023226,0.030418,0.04988,-0.030069,-0.027249,0.004546,0.045451,-0.033019,0.340577,-0.046057,0.000604,0.010924,-0.01557,0.004546,0.055842,0.027362,0.00968,0.023552,0.320789,0.012195,0.0017,0.002442,-0.021354,0.014352,0.01051,0.017885,-0.023542,0.003535,0.006006,0.021375,0.01557,0.003159,0.032262,0.004303,-0.023224,-0.01632,-0.002062,-0.026694,-0.000218,-0.00363,0.002894,-0.048307,-0.313339,0.000969,-0.017043,-0.054704,0.058822,0.067077,-0.006262,-0.049714,0.047215
VSTD_10,-0.009422,-0.003616,-0.01003,-0.012362,0.329254,5.1e-05,5.1e-05,-0.016965,0.267825,0.130287,0.047478,0.016471,0.032275,0.25696,0.123254,0.260206,0.292162,0.122669,-0.220581,0.426971,0.214545,0.036269,-0.057976,-0.092714,-0.045417,0.275837,0.121376,-0.027204,-0.021716,-0.008837,0.08891,0.060348,0.053471,0.038354,1.0,0.952688,0.202377,0.103322,0.108795,0.688763,0.039321,-0.245194,-0.009731,0.008426,0.085087,0.220481,0.164613,-0.09284,0.045989,-0.090786,0.01719,0.03105,-0.117841,-0.294354,-0.040795,0.069243,0.471997,0.08617,0.12086,0.10936,0.014825,-0.10906,0.307377,0.028895,0.242304,0.117183,0.112846,-0.012395,0.067651,0.032418,0.134629,0.238354,0.139023,0.108788,0.122986,0.155629,-0.008734,0.093863,0.157606,0.157549,-0.001299,0.127403,0.208607,0.248418,0.321585,0.137338,0.368116,0.300113,0.266538,-0.241402,-0.321443,0.212064,0.359803,-0.560976,0.190314,-0.320839,0.193158,0.1522,-0.20095,0.212064,0.265586,0.158663,0.152046,0.046351,0.084029,0.104544,0.04667,0.22119,-0.405765,-0.284717,0.156274,0.228248,-0.225512,0.173823,0.086337,0.15649,0.20095,0.060217,0.279347,-0.039318,0.242257,-0.114478,0.074766,-0.097365,-0.092918,-0.035277,0.000847,-0.757846,-0.36398,-0.264378,-0.359521,-0.511057,0.26758,-0.069837,0.007833,-0.720549,0.263292
VSTD_20,-0.009731,-0.004217,-0.007637,-0.011765,0.302763,5.1e-05,5.1e-05,-0.09523,0.29069,0.101501,0.029599,0.052508,0.048592,0.241175,0.105629,0.205993,0.254651,0.126567,-0.169023,0.409952,0.205799,0.034807,-0.064086,-0.098887,-0.052988,0.271884,0.124528,-0.016587,-0.034524,-0.005864,0.030528,0.053093,0.04416,0.04062,0.952688,1.0,0.20462,0.061158,0.074049,0.704788,0.011064,-0.21731,-0.029605,-0.022693,0.061228,0.218696,0.099223,-0.099025,0.02848,-0.088996,0.01836,0.019201,-0.1123,-0.254651,-0.039595,0.058643,0.496,0.063849,0.093907,0.079131,0.016941,-0.115941,0.291205,0.016359,0.209624,0.107092,0.102029,-0.013645,0.001854,0.026878,0.132326,0.205556,0.139206,0.100347,0.113391,0.144313,-0.023827,0.083952,0.131714,0.096917,-0.010601,-0.037579,0.080547,0.261562,0.327139,0.119809,0.364643,0.318786,0.269949,-0.215493,-0.327978,0.147787,0.366541,-0.551435,0.184093,-0.324138,0.140421,0.101128,-0.134896,0.147787,0.262203,0.098142,0.101601,-0.001656,0.077684,0.056321,0.019933,0.177562,-0.394898,-0.234947,0.097583,0.220207,-0.188511,0.106341,0.016587,0.093343,0.134896,0.049788,0.266504,-0.024446,0.24035,-0.061786,0.041513,-0.095325,-0.100193,-0.043013,0.003023,-0.767551,-0.388035,-0.284644,-0.383058,-0.550919,0.225515,-0.139585,0.019213,-0.762401,0.151875
linear_factor,0.0572,0.012535,0.048361,0.013403,0.172068,5.1e-05,5.1e-05,-0.014948,0.66085,0.324585,0.176421,-0.257127,-0.14252,0.33053,0.190348,0.268115,0.276431,0.308813,-0.36624,0.215038,0.1229,0.033614,0.059052,0.050469,0.084403,0.099623,0.01429,0.013459,0.015661,0.010605,0.027011,0.027143,0.024228,-0.046345,0.202377,0.20462,1.0,0.245685,0.269746,0.027274,0.019257,-0.169938,0.007263,0.019599,0.133901,0.161449,0.102303,0.05045,0.158796,-0.064139,0.037877,0.057311,-0.030138,-0.181217,0.000437,0.055771,0.208567,0.111429,0.128332,0.156479,-0.164063,0.191443,0.632098,0.051846,0.508866,0.128757,0.089923,0.180583,0.029141,0.054874,0.150712,0.412174,0.040967,0.102323,0.08768,0.143397,0.011918,0.121356,0.299238,0.310781,-0.000813,0.039939,0.048541,0.217607,0.38497,0.42028,0.566472,0.380022,0.541844,-0.422552,-0.479929,0.392456,0.371379,-0.050597,0.205395,-0.149954,0.378726,0.3194,-0.35528,0.392456,0.512148,0.364712,0.323366,0.179582,-0.059455,0.299269,0.206173,0.489518,-0.162061,-0.382615,0.260872,0.332659,-0.27141,0.290057,0.176041,0.35111,0.355279,0.123848,0.525372,0.002763,0.462287,-0.30341,0.214289,-0.10562,-0.048332,-0.028514,-0.036851,-0.095874,-0.09155,0.002738,-0.055666,-0.236857,0.297414,-0.136524,-0.12174,-0.22863,0.157528
ma10_bias,0.302101,0.005622,0.23937,0.218348,0.460791,5.1e-05,5.1e-05,0.271265,0.092501,0.392675,0.618272,-0.361656,-0.574012,0.355322,0.589275,0.365309,0.273929,0.27645,-0.388304,0.169453,0.124888,0.053153,0.362591,0.320392,0.31388,0.097517,0.014905,0.311799,0.711123,0.088437,0.679145,-0.001151,0.012791,-0.00157,0.103322,0.061158,0.245685,1.0,0.566638,0.01653,0.124872,-0.153189,0.649434,0.763996,0.395145,0.121362,0.230322,0.320622,0.486813,-0.048968,0.145949,0.177409,0.102656,-0.218553,0.058568,0.069418,0.016685,0.370196,0.435629,0.308918,-0.414658,0.474225,0.491723,0.167689,0.607502,0.416445,0.063067,0.299758,0.647721,0.078562,0.083878,0.527909,0.012923,0.064152,0.133172,0.17271,0.112458,0.406643,0.56567,0.719651,0.003837,0.33017,0.156187,0.01042,0.162775,0.303987,0.299475,0.026044,0.157913,-0.512225,-0.197191,0.632115,0.151317,-0.069094,0.094018,-0.029589,0.818483,0.932619,-0.822474,0.632115,0.180913,0.74559,0.944142,0.430127,0.037769,0.771965,0.838437,0.807001,-0.016479,-0.462016,0.713617,0.309209,-0.470427,0.791193,0.784036,0.667267,0.822474,0.461369,0.244821,0.175986,0.317655,-0.812722,0.961527,-0.050392,0.017238,0.009123,-0.020236,-0.033416,0.014221,0.050597,0.038262,-0.027616,0.268605,-0.063731,-0.724144,-0.025366,0.299386
ma60_bias,0.287101,0.009957,0.224883,0.179985,0.278614,5.1e-05,5.1e-05,0.132397,0.208042,0.466493,0.356917,-0.427601,-0.329586,0.420374,0.343795,0.397486,0.326478,0.453734,-0.565595,0.144727,0.094194,0.032932,0.174364,0.157747,0.173531,0.061701,-0.003403,0.065108,0.175388,0.026229,0.671446,0.008998,-0.000464,0.011573,0.108795,0.074049,0.269746,0.566638,1.0,0.005681,0.077537,-0.094081,0.362667,0.470378,0.250007,0.284296,0.248615,0.157883,0.287302,-0.068987,0.082424,0.109021,0.05741,-0.237066,0.03654,0.073186,0.048521,0.216858,0.237927,0.263968,-0.263054,0.33805,0.598639,0.116393,0.664336,0.220625,0.005631,0.241286,0.489003,0.10278,0.054368,0.676095,-0.029274,0.002747,0.159743,0.215763,0.073445,0.218262,0.502913,0.622818,-0.000782,0.229159,0.081451,-0.142279,0.041632,0.174988,0.176483,-0.228993,0.402727,-0.675153,-0.021466,0.681488,0.054379,-0.01351,0.176435,-0.00854,0.697895,0.666216,-0.705924,0.681488,0.462017,0.673933,0.664767,0.404676,0.033034,0.585916,0.469026,0.758394,-0.039012,-0.563295,0.54529,0.450282,-0.419503,0.608932,0.466972,0.640875,0.705924,0.246774,0.571757,0.055199,0.503698,-0.609944,0.511823,-0.016987,0.00421,-0.012255,0.000862,0.01881,0.0129,0.057482,0.033663,-0.075573,0.217701,-0.154243,-0.33894,-0.04017,0.401858
margin_balance,0.01248,0.006763,0.011382,0.006481,0.256383,5.1e-05,5.1e-05,-0.008426,0.064697,0.027362,0.013357,0.084952,0.04372,0.138156,0.069891,0.10687,0.144726,0.012494,-0.04062,0.27364,0.13385,0.02185,-0.060734,-0.092513,-0.064962,0.209845,0.112328,-0.00028,0.003457,-0.001717,0.008685,0.02746,0.025424,0.026361,0.688763,0.704788,0.027274,0.01653,0.005681,1.0,0.015273,0.301483,-0.00585,-0.004545,0.028342,0.021494,0.017455,-0.092517,-0.018217,-0.038169,0.020606,0.001504,-0.064594,-0.088246,-0.025939,0.006429,0.275092,0.031066,0.068993,0.028134,0.009088,-0.086131,0.05629,-0.006738,0.038808,0.073441,-0.035511,-0.022465,0.00664,0.011286,0.031158,0.040805,0.062507,-0.037432,0.060841,0.069764,-0.01391,0.058405,0.040048,0.020723,0.003182,-0.0033,0.103408,0.099016,0.106869,-0.115795,0.083035,0.098272,0.060277,-0.041604,-0.097422,0.036759,0.136627,-0.380729,0.018039,-0.142325,0.034412,0.019169,-0.028559,0.036759,0.054258,0.015086,0.021732,-0.040154,0.04917,-0.004865,-0.004566,0.039547,-0.23293,-0.115086,0.028722,0.087358,-0.119849,0.028298,0.006416,0.010916,0.028559,0.033997,0.050589,0.011167,0.093425,-0.006691,0.01111,0.099504,-0.109725,-0.092666,0.049485,-0.547548,-0.275747,-0.236235,-0.364793,-0.307149,0.014045,0.06992,0.011825,-0.549968,-0.000113
margin_change_5d_ts,-0.143894,-0.002135,-0.136177,-0.09207,0.128539,5.2e-05,5.2e-05,0.148822,-0.002556,0.025121,0.057655,-0.026242,-0.050448,0.020384,0.060243,0.07221,0.083299,0.012511,-0.06441,0.095018,0.032985,-0.012109,0.0063,-0.008472,-0.002407,0.042327,0.003707,0.028966,0.105673,-0.023461,0.109191,0.030379,0.01149,-0.003289,0.039321,0.011064,0.019257,0.124872,0.077537,0.015273,1.0,-0.071583,0.072719,0.114758,0.069688,0.068638,0.134323,-0.008356,0.048577,0.005948,0.006086,0.039067,0.019011,-0.091018,0.021894,0.021281,0.034033,0.064495,0.052287,0.088049,0.067726,-0.084042,0.052807,0.053471,0.0852,0.03452,-0.007064,-0.169996,0.103478,0.011302,0.010054,0.069743,0.006136,-0.008493,0.033961,0.039684,0.04007,0.030564,0.043938,0.080069,0.011551,0.21348,0.095004,0.002123,0.023125,0.043299,0.033414,-0.008152,0.007692,-0.067893,-0.018512,0.067993,0.023996,-0.000431,0.036504,-0.014372,0.085693,0.108764,-0.102989,0.067993,0.011507,0.059301,0.109379,0.051832,0.025,0.072032,0.073008,0.082222,-0.041754,-0.057268,0.0852,0.035152,-0.03128,0.101904,0.125106,0.063684,0.102989,0.035301,0.026089,0.074854,0.035614,-0.059969,0.116198,-0.010433,-0.031053,-0.021847,-0.01502,0.014702,-0.008793,0.017825,0.005983,-0.031485,0.148871,-0.056561,-0.052836,-0.002252,0.190568
margin_ratio,0.012844,0.006684,0.011027,0.022618,-0.141307,5.1e-05,5.1e-05,-0.178039,-0.225893,-0.132648,-0.089875,0.081055,0.056913,-0.160898,-0.113269,-0.102591,-0.093681,-0.09988,0.172352,-0.285238,-0.124677,-0.001593,-0.043454,-0.029673,-0.058465,-0.116202,-0.003272,-0.033978,-0.054578,-0.011796,-0.092404,-0.029097,-0.017739,-0.029682,-0.245194,-0.21731,-0.169938,-0.153189,-0.094081,0.301483,-0.071583,1.0,-0.056005,-0.065246,-0.097352,-0.120165,-0.12939,-0.029267,-0.126835,0.030379,0.025024,-0.078165,0.059297,0.185497,0.009992,-0.051529,-0.230323,-0.120915,-0.133771,-0.145505,-0.000583,0.02793,-0.274068,-0.046806,-0.191245,-0.125125,-0.407276,-0.016231,-0.072874,-0.032662,-0.182724,-0.203443,-0.159799,-0.353643,-0.082266,-0.113754,-0.023367,-0.11025,-0.184998,-0.15463,-0.007479,-0.17725,-0.072747,-0.286352,-0.330391,-0.3002,-0.402312,-0.304765,-0.197362,0.206112,0.30793,-0.186773,-0.363322,0.409627,-0.129453,0.497977,-0.194397,-0.186467,0.198936,-0.186773,-0.200039,-0.201378,-0.180368,-0.078159,-0.073371,-0.18217,-0.138967,-0.220816,0.171777,0.147464,-0.142103,-0.139281,0.13725,-0.166333,-0.13209,-0.197606,-0.198936,-0.106436,-0.214331,-0.201048,-0.142069,0.177657,-0.141127,0.527274,-0.046365,-0.113588,0.154924,0.440947,0.196576,0.121628,0.150172,0.264086,-0.303608,-0.058711,0.095291,0.260115,-0.259431
return_3d,0.254377,0.006161,0.219517,0.238802,0.287284,5.1e-05,5.1e-05,0.238785,-0.153208,0.184052,0.501438,-0.179709,-0.47727,0.154323,0.466229,0.126595,0.164638,0.070625,-0.121454,0.080816,0.062239,0.03388,0.390359,0.343162,0.337703,0.052083,0.004799,0.657845,0.683293,0.205065,0.468692,0.01524,0.000891,0.002808,-0.009731,-0.029605,0.007263,0.649434,0.362667,-0.00585,0.072719,-0.056005,1.0,0.716302,0.328462,0.012516,0.095028,0.343463,0.376593,0.008684,0.14997,0.19291,0.056324,-0.056239,0.012247,0.025523,-0.038082,0.432699,0.437702,0.307009,-0.368658,0.283419,0.130365,0.097849,0.287551,0.431719,7.2e-05,0.189521,0.362047,0.031865,0.005597,0.203233,-0.007294,-0.002117,0.056491,0.06133,0.089849,0.430783,0.410919,0.368163,0.010912,0.133521,0.061197,-0.054136,-0.001811,0.06939,0.056598,-0.095961,-0.113147,-0.192019,0.008197,0.317698,0.002691,-0.010795,-0.01393,0.032214,0.54463,0.598715,-0.426471,0.317698,-0.088859,0.46557,0.589089,0.217275,-0.010952,0.398319,0.592221,0.47338,0.029856,-0.196609,0.336714,0.093421,-0.247982,0.376185,0.460081,0.299793,0.426471,0.552226,-0.077156,0.235135,0.098223,-0.546779,0.746763,0.002811,0.018306,0.01181,-0.003645,0.026896,0.029488,0.028874,0.028438,0.0477,0.111024,-0.011586,-0.788181,0.051049,0.078447
return_5d,0.348811,0.001856,0.290097,0.216701,0.417513,5.1e-05,5.1e-05,0.262535,-0.167981,0.232162,0.655808,-0.224481,-0.615969,0.197088,0.614616,0.218376,0.224574,0.133287,-0.216934,0.092926,0.068556,0.032743,0.290871,0.259383,0.262158,0.047186,-0.002576,0.4117,0.708792,0.002475,0.588837,0.028552,0.008467,0.002669,0.008426,-0.022693,0.019599,0.763996,0.470378,-0.004545,0.114758,-0.065246,0.716302,1.0,0.408642,0.04162,0.17897,0.259607,0.498069,-0.002377,0.119984,0.158234,0.070204,-0.10615,0.01904,0.040208,-0.03282,0.337432,0.350082,0.296118,-0.32531,0.41775,0.182337,0.138481,0.386105,0.331439,-0.002454,0.269478,0.547139,0.048941,0.01329,0.281442,-0.009748,-0.004491,0.079509,0.087409,0.094549,0.3336,0.40403,0.465181,0.006998,0.255198,0.112169,-0.070805,0.003086,0.084082,0.0726,-0.120495,-0.093211,-0.26646,0.004216,0.424201,0.008153,-0.010483,0.006245,0.031906,0.644657,0.668039,-0.541363,0.424201,-0.063625,0.544693,0.672568,0.293541,-0.012006,0.573225,0.725752,0.571503,0.0134,-0.284588,0.456139,0.138191,-0.314742,0.510416,0.587425,0.451485,0.541363,0.403701,-0.022436,0.184672,0.14077,-0.625637,0.785783,0.001264,0.01628,0.00907,-0.004836,0.033629,0.028916,0.034672,0.030023,0.041852,0.136023,-0.033063,-0.621019,0.04991,0.175019
